%roundNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %generationEndTime, %modelsGenerationNum, %modelDiversity
1, 0.666666666667, 1.1292431539, -4.2665792411, -2.49251446432, -4.2665792411, 5.04675473453, -0.900371698479, 12:54:29.757779, 1, 23.4214004888
1, 0.333333333333, 0.491595429515, 0.0234670263614, 3.08047862061, 0.0234670263614, -2.54571589527, 1.80036439175, 12:54:29.757779, 1, 14.226419064
1, 0.666666666667, 1.29465969377, -5.89393951528, -5.64581228289, -5.89393951528, 6.26641377548, 1.79668344637, 12:54:29.757779, 1, 23.2604899093
1, 0.333333333333, 0.44913568202, 1.39503531551, 0.424804114267, 1.39503531551, 0.858690261279, -4.55690258804, 12:54:29.757779, 1, 13.2186733225
1, 0.666666666667, 1.02213158206, 1.80263806912, -3.53095111088, 1.80263806912, 2.76198558803, -0.787282446276, 12:54:29.757779, 1, 10.9096375537
1, 0.333333333333, -1.56236437127, 1.62764306571, 3.23049910829, 1.62764306571, -1.6777320288, -1.1155826501, 12:54:29.757779, 1, 14.9745681359
1, 0.666666666667, 5.48291338881, -3.7148253095, 0.733616288241, -3.7148253095, 0.303045211717, -0.356089799101, 12:54:29.757779, 1, 15.7594386311
1, 0.666666666667, 4.14295935858, 2.89634424572, 4.31706413971, 2.89634424572, 3.20249413366, 1.46260564231, 12:54:29.757779, 1, 13.7252390541
1, 0.333333333333, -0.144678544031, 0.474074857008, 4.4817345271, 0.474074857008, 2.72350991548, -0.536391866599, 12:54:29.757779, 1, 12.7671723281
1, 0.666666666667, 3.21482181055, 2.93640428639, 2.34452482675, 2.93640428639, 2.62093726758, -0.0437240628568, 12:54:29.757779, 1, 9.79463110198
1, 0.666666666667, 4.28275140151, 5.40035833249, 1.18725192661, 5.40035833249, 0.86827442377, 0.183184166664, 12:54:29.757779, 1, 14.8449033721
1, 0.666666666667, 1.37156170177, 2.91072935408, 1.30129139413, 2.91072935408, 2.13669971483, 3.92772148751, 12:54:29.757779, 1, 10.5702619257
1, 1.0, -1.05836444497, 2.90023583913, 0.396415764596, 2.90023583913, 3.98093899536, 1.99626725772, 12:54:29.757779, 1, 13.0448751165
1, 0.666666666667, 3.32204274288, 0.250160759558, 3.21467087726, 0.250160759558, 0.458351397573, 1.3196984065, 12:54:29.757779, 1, 12.5159774004
1, 0.666666666667, 5.54423415256, -0.829284490933, 3.97906621249, -0.829284490933, 0.819973740321, 1.32532569182, 12:54:29.757779, 1, 16.5899576806
1, 1.0, 2.00598861483, 0.0780041177633, -3.08277355037, 0.0780041177633, 3.41672025435, 1.68436249772, 12:54:29.757779, 1, 9.55161569615
1, 0.666666666667, 5.25515878844, 1.6946582407, -0.521867835473, 1.6946582407, 6.58529402032, -0.0411412487623, 12:54:29.757779, 1, 13.1562030879
1, 1.0, 2.44605001302, 0.83026979126, 1.16148279227, 0.83026979126, 5.22551781876, 0.724964102392, 12:54:29.757779, 1, 10.2891206192
1, 0.666666666667, 1.73065217651, 7.1822665632, -3.56057976841, 7.1822665632, 0.420051080415, -5.1371511158, 12:54:29.757779, 1, 24.3637655661
1, 1.0, 3.93135834448, 0.895537069788, -0.920223145733, 0.895537069788, 7.62012183693, -0.241163953687, 12:54:29.757779, 1, 12.97976029
1, 0.333333333333, -1.36885354956, -1.66806274259, -5.52888227322, -1.66806274259, 2.72835633874, -1.32572754773, 12:54:29.757779, 1, 16.9251936539
1, 0.666666666667, 2.99088303377, -0.600185442779, 0.240278132992, -0.600185442779, 2.22381685167, 5.7425668523, 12:54:29.757779, 1, 12.4670330609
