%numTestsPerRound, %depth, %boardSize, %numModels
25, 3, 6, 10
Opponent info:
%myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %depth
-1.22667829564, 0.175046003024, -0.834237173932, 0.175046003024, -2.02879788056, 1.51413393523, 4
