%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight , %gamesPerRound, %timeIndividualFinished
0, 0, 0.26, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:19:42.536648
0, 1, 0.42, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:20:12.867913
0, 2, 0.32, 1.0, 3.0, 0.709561386284, 3.0, 1.0, 3.0, 50, 12:20:43.062676
0, 3, 0.36, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:21:13.600200
0, 4, 0.46, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:21:44.018957
1, 0, 0.38, 1.3770067716, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:22:14.512818
1, 1, 0.46, 1.0, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:22:42.354528
1, 2, 0.44, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:23:12.677974
1, 3, 0.32, 1.02616457299, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:23:43.427130
1, 4, 0.42, 1.0, 3.48116315111, 1.0, 3.48116315111, 1.0, 3.0, 50, 12:24:14.586959
2, 0, 0.4, 1.0, 3.32950077094, 1.0, 3.32950077094, 1.0, 2.64983178471, 50, 12:24:44.178544
2, 1, 0.34, 1.0, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:25:11.870697
2, 2, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:25:41.403635
2, 3, 0.44, 1.0, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:26:11.749786
2, 4, 0.26, 0.608207963557, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:26:40.558153
3, 0, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:27:08.719153
3, 1, 0.34, 0.639978062538, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:27:37.583443
3, 2, 0.46, 0.74999229162, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:28:07.869056
3, 3, 0.42, 1.0, 2.88268760611, 1.0, 2.88268760611, 1.0, 2.64983178471, 50, 12:28:36.601347
3, 4, 0.18, 1.0, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:29:06.240397
4, 0, 0.48, 0.74999229162, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:29:35.540112
4, 1, 0.36, 0.74999229162, 3.0, 1.0, 3.0, 1.0, 2.45448686774, 50, 12:30:05.737517
4, 2, 0.26, 0.74999229162, 3.0, 1.0, 3.0, 1.0, 2.64983178471, 50, 12:30:35.472892
4, 3, 0.32, 0.74999229162, 3.0, 1.0, 3.0, 1.46862129351, 2.64983178471, 50, 12:31:05.613804
4, 4, 0.22, 0.74999229162, 3.35570730874, 0.886282015507, 3.35570730874, 1.0, 2.17294790338, 50, 12:31:34.223727
5, 0, 0.26, 0.74999229162, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:32:03.888316
5, 1, 0.4, 0.74999229162, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:32:34.398041
5, 2, 0.34, 0.74999229162, 3.27962652144, 0.864441843627, 3.27962652144, 1.0, 2.64983178471, 50, 12:33:03.085585
5, 3, 0.46, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:33:31.618473
5, 4, 0.38, 0.74999229162, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:33:59.430328
6, 0, 0.46, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:34:30.070064
6, 1, 0.3, 0.747574218466, 3.52941726855, 1.0, 3.52941726855, 1.0, 2.64983178471, 50, 12:34:58.082140
6, 2, 0.38, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.62173620239, 50, 12:35:27.443329
6, 3, 0.3, 0.747574218466, 2.78497747297, 1.0, 2.78497747297, 1.0, 2.64983178471, 50, 12:35:55.813419
6, 4, 0.34, 0.747574218466, 3.77142802439, 1.0, 3.77142802439, 0.692767643085, 2.64983178471, 50, 12:36:21.746807
7, 0, 0.3, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.47178451854, 2.64983178471, 50, 12:36:48.061492
7, 1, 0.34, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:37:17.636031
7, 2, 0.5, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:37:46.803076
7, 3, 0.44, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:38:16.488229
7, 4, 0.38, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 0.96416182661, 2.64983178471, 50, 12:38:43.739542
8, 0, 0.42, 0.747574218466, 3.39486909494, 1.13808088091, 3.39486909494, 1.0, 2.64983178471, 50, 12:39:11.938417
8, 1, 0.36, 0.747574218466, 3.15384005639, 1.0, 3.15384005639, 0.723501012554, 2.64983178471, 50, 12:39:42.097240
8, 2, 0.36, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:40:10.663563
8, 3, 0.38, 0.747574218466, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.64983178471, 50, 12:40:39.981146
8, 4, 0.52, 0.697153441114, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.19214994075, 50, 12:41:09.446995
9, 0, 0.4, 0.697153441114, 3.27962652144, 1.0, 3.27962652144, 1.38630484787, 2.19214994075, 50, 12:41:37.850711
9, 1, 0.32, 0.939066536145, 3.27962652144, 1.0, 3.27962652144, 1.10721168875, 2.19214994075, 50, 12:42:08.998737
9, 2, 0.44, 0.697153441114, 3.27962652144, 0.621766101711, 3.27962652144, 1.0, 2.19214994075, 50, 12:42:38.836365
9, 3, 0.34, 0.697153441114, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.19214994075, 50, 12:43:07.250444
9, 4, 0.4, 0.697153441114, 3.27962652144, 1.0, 3.27962652144, 1.0, 2.19214994075, 50, 12:43:37.602314
10, 0, 0.54, 0.697153441114, 3.27962652144, 0.621766101711, 3.27962652144, 1.0, 2.19214994075, 50, 12:44:04.149241
10, 1, 0.4, 0.697153441114, 3.27962652144, 0.621766101711, 3.27962652144, 1.0, 2.01139381205, 50, 12:44:33.268279
10, 2, 0.38, 0.697153441114, 2.93055328035, 0.621766101711, 2.93055328035, 1.0, 2.28713602964, 50, 12:45:00.824838
10, 3, 0.44, 1.09483357835, 3.27962652144, 0.621766101711, 3.27962652144, 1.0, 2.19214994075, 50, 12:45:29.674839
10, 4, 0.28, 0.697153441114, 3.27962652144, 0.395302935794, 3.27962652144, 1.0, 2.19214994075, 50, 12:45:58.286524
11, 0, 0.46, 0.697153441114, 3.02269275612, 0.752737930018, 3.02269275612, 1.0, 2.19214994075, 50, 12:46:27.978502
11, 1, 0.42, 0.697153441114, 2.89217918653, 0.621766101711, 2.89217918653, 1.0, 2.19214994075, 50, 12:46:57.992628
11, 2, 0.36, 0.697153441114, 3.27962652144, 1.02473509497, 3.27962652144, 1.0, 2.19214994075, 50, 12:47:24.769530
11, 3, 0.42, 0.697153441114, 3.27962652144, 0.621766101711, 3.27962652144, 1.0, 2.19214994075, 50, 12:47:52.301263
11, 4, 0.38, 0.697153441114, 3.27962652144, 0.621766101711, 3.27962652144, 1.0, 2.19214994075, 50, 12:48:20.744429
12, 0, 0.46, 0.404622606258, 3.05125341224, 0.752737930018, 3.05125341224, 1.0, 2.19214994075, 50, 12:48:48.602819
12, 1, 0.36, 0.697153441114, 3.02269275612, 0.752737930018, 3.02269275612, 0.69489825981, 2.19214994075, 50, 12:49:17.693483
12, 2, 0.34, 0.697153441114, 3.50886689698, 0.752737930018, 3.50886689698, 1.07805263113, 2.19214994075, 50, 12:49:44.311455
12, 3, 0.32, 0.697153441114, 3.02269275612, 1.08995476271, 3.02269275612, 1.0, 2.68308973239, 50, 12:50:12.179638
12, 4, 0.3, 0.697153441114, 3.02269275612, 0.752737930018, 3.02269275612, 1.0, 2.6043746489, 50, 12:50:39.666142
13, 0, 0.38, 0.404622606258, 3.05125341224, 0.353689934172, 3.05125341224, 1.0, 1.79985249228, 50, 12:51:05.225930
13, 1, 0.48, 0.404622606258, 3.05125341224, 0.752737930018, 3.05125341224, 1.0, 2.19214994075, 50, 12:51:31.785806
13, 2, 0.42, 0.893893879544, 3.05125341224, 0.752737930018, 3.05125341224, 1.0, 2.19214994075, 50, 12:52:02.782168
13, 3, 0.44, 0.404622606258, 3.26877753732, 0.752737930018, 3.26877753732, 1.0, 2.19214994075, 50, 12:52:31.326724
13, 4, 0.4, 0.756275726879, 3.05125341224, 0.752737930018, 3.05125341224, 1.0, 2.19214994075, 50, 12:53:01.285479
14, 0, 0.38, 0.404622606258, 2.90939891372, 0.752737930018, 2.90939891372, 1.0, 2.19214994075, 50, 12:53:27.889789
14, 1, 0.4, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.703352353832, 2.19214994075, 50, 12:53:54.337291
14, 2, 0.4, 0.34077475163, 3.05125341224, 0.752737930018, 3.05125341224, 0.74285308404, 2.19214994075, 50, 12:54:22.253970
14, 3, 0.34, 0.707690827489, 3.1004120308, 0.752737930018, 3.1004120308, 1.0, 2.19214994075, 50, 12:54:50.332646
14, 4, 0.38, 0.404622606258, 3.05125341224, 0.752737930018, 3.05125341224, 1.0, 2.19214994075, 50, 12:55:15.515238
15, 0, 0.42, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.703352353832, 2.19214994075, 50, 12:55:40.681025
15, 1, 0.36, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.703352353832, 2.19214994075, 50, 12:56:04.783236
15, 2, 0.34, 0.494270240261, 3.45564721877, 0.752737930018, 3.45564721877, 0.703352353832, 1.77660182009, 50, 12:56:30.504748
15, 3, 0.5, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 12:56:57.359154
15, 4, 0.46, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.703352353832, 2.19214994075, 50, 12:57:24.155480
16, 0, 0.42, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 12:57:50.965734
16, 1, 0.44, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 12:58:15.850280
16, 2, 0.28, -0.0133677904914, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.05605457762, 50, 12:58:35.088328
16, 3, 0.42, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 12:59:00.231299
16, 4, 0.42, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 12:59:24.728503
17, 0, 0.28, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.360204368797, 2.19214994075, 50, 12:59:51.411905
17, 1, 0.38, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 13:00:17.064976
17, 2, 0.38, 0.398038854097, 3.06174199998, 0.752737930018, 3.06174199998, 1.11215342367, 2.19214994075, 50, 13:00:42.972844
17, 3, 0.38, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 13:01:08.739286
17, 4, 0.32, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 13:01:36.370354
18, 0, 0.28, 0.404622606258, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 13:02:02.377993
18, 1, 0.46, 0.404622606258, 2.74039229045, 0.752737930018, 2.74039229045, 0.66677054536, 2.19214994075, 50, 13:02:30.105613
18, 2, 0.34, 0.753544484368, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 13:03:00.478460
18, 3, 0.3, 0.404622606258, 2.83173880683, 0.752737930018, 2.83173880683, 0.666318604368, 2.19214994075, 50, 13:03:26.232255
18, 4, 0.44, 0.3396925564, 3.06174199998, 0.752737930018, 3.06174199998, 0.66677054536, 2.19214994075, 50, 13:03:52.398325
