%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %timeIndividualFinished
0, 0, 0.5, 0.848176295012, 3.0, 1.0, 3.0, 1.0, 3.0, 15:56:24.375946
0, 1, 0.5, 1.0, 3.0, 1.07605612629, 3.0, 1.0, 3.0, 15:57:42.608863
0, 2, 0.5, 1.0, 2.59806810952, 0.636780293216, 2.59806810952, 0.978157501578, 3.0, 15:59:04.308098
0, 3, 0.5, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:00:22.518589
0, 4, 0.5, 0.937815938062, 3.0, 1.0, 3.0, 0.749097018134, 2.97272194746, 16:01:43.584154
1, 0, 0.5, 0.937815938062, 3.0, 1.0, 3.0, 0.749097018134, 2.97272194746, 16:03:04.892443
1, 1, 0.5, 0.937815938062, 2.77495092802, 1.0, 2.77495092802, 0.749097018134, 2.53579162871, 16:04:25.937554
1, 2, 0.5, 0.937815938062, 3.0, 1.0, 3.0, 0.426352908706, 2.68659225458, 16:05:47.291089
1, 3, 0.5, 0.659257103789, 3.0, 1.49745878056, 3.0, 0.749097018134, 2.97272194746, 16:07:08.436013
1, 4, 0.5, 0.937815938062, 3.0, 1.0, 3.0, 0.749097018134, 2.97272194746, 16:08:29.797612
2, 0, 0.5, 0.937815938062, 3.0, 1.0, 3.0, 0.749097018134, 2.6597011858, 16:09:50.806559
2, 1, 0.5, 0.937815938062, 3.0, 1.0, 3.0, 0.679786758481, 2.83149201244, 16:11:12.005624
2, 2, 0.5, 0.937815938062, 3.0, 1.0, 3.0, 0.749097018134, 2.97272194746, 16:12:33.023981
2, 3, 0.5, 0.937815938062, 3.0, 1.0, 3.0, 0.749097018134, 2.97272194746, 16:13:54.111112
2, 4, 0.5, 0.556215248705, 3.0, 1.0, 3.0, 0.749097018134, 2.97272194746, 16:15:15.030853
3, 0, 0.5, 0.556215248705, 3.0, 1.0, 3.0, 0.749097018134, 2.97272194746, 16:16:36.267517
3, 1, 0.5, 0.556215248705, 3.0, 1.32550938454, 3.0, 1.17871771163, 2.92738615508, 16:17:58.020271
