%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %timeIndividualFinished
0, 0, 0.36, 1.0, 3.0, 1.11890640598, 3.0, 1.0, 3.0, 16:08:20.856051
0, 1, 0.44, 0.53561174646, 3.0, 1.0, 3.0, 1.0, 3.0, 16:08:45.410079
0, 2, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:09:09.962003
0, 3, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:09:32.967391
0, 4, 0.4, 1.0, 3.0, 1.0, 3.0, 0.700324543927, 3.0, 16:09:59.086508
1, 0, 0.24, 1.0, 3.0, 1.0, 3.0, 0.506706109835, 2.9102400954, 16:10:22.860370
1, 1, 0.4, 1.0, 3.0, 1.0, 3.0, 0.700324543927, 3.0, 16:10:48.986179
1, 2, 0.38, 1.0, 3.0, 0.529516015721, 3.0, 0.700324543927, 3.0, 16:11:14.530258
1, 3, 0.42, 1.4244555579, 3.0, 0.990950409258, 3.0, 0.66763744789, 3.0, 16:11:39.141845
1, 4, 0.4, 1.0, 3.0, 1.0, 3.0, 0.700324543927, 3.0, 16:12:04.457588
2, 0, 0.32, 1.0, 2.67419649768, 1.0, 2.67419649768, 0.700324543927, 3.0, 16:12:30.234744
2, 1, 0.42, 1.0, 3.0, 1.0, 3.0, 0.200946158398, 3.0, 16:12:55.715735
2, 2, 0.34, 1.0, 3.0, 1.21390358256, 3.0, 0.700324543927, 3.0, 16:13:21.815681
2, 3, 0.32, 1.0, 3.0, 1.0, 3.0, 0.700324543927, 3.0, 16:13:46.488070
2, 4, 0.32, 1.0, 3.0, 1.0, 3.0, 1.12400695876, 3.0, 16:14:10.724822
