%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight , %gamesPerRound, %timeIndividualFinished
0, 0, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:12:18.781388
0, 1, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:12:25.776399
0, 2, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:12:33.413971
0, 3, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:12:41.948859
0, 4, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:12:49.420361
1, 0, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:12:56.008453
1, 1, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:03.004396
1, 2, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:09.128738
1, 3, 0.55, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:15.991462
1, 4, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:21.820457
2, 0, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:28.389125
2, 1, 0.6, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:34.911464
2, 2, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:41.239664
2, 3, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:47.978612
2, 4, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:13:54.262504
3, 0, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:00.761499
3, 1, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:07.434541
3, 2, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:13.970142
3, 3, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:20.058958
3, 4, 0.25, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:26.822514
4, 0, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:34.093173
4, 1, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:41.464147
4, 2, 0.25, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:48.575182
4, 3, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:14:54.890382
4, 4, 0.25, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:01.083302
5, 0, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:07.487657
5, 1, 0.25, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:13.980870
5, 2, 0.1, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:20.228429
5, 3, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:27.236652
5, 4, 0.15, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:33.672171
6, 0, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:39.764912
6, 1, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:47.237340
6, 2, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:15:53.663639
6, 3, 0.55, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:01.367970
6, 4, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:10.587692
7, 0, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:17.900394
7, 1, 0.25, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:25.201105
7, 2, 0.5, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:31.753652
7, 3, 0.1, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:38.826543
7, 4, 0.15, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:45.761587
8, 0, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:52.641966
8, 1, 0.5, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:16:59.076217
8, 2, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:17:05.212423
8, 3, 0.5, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:17:12.390569
8, 4, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:17:18.731426
9, 0, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:17:25.360987
9, 1, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 20:17:32.165718
