%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight , %gamesPerRound, %timeIndividualFinished
0, 0, 0.55, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:23:09.789504
0, 1, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:23:16.786430
0, 2, 0.4, 1.0, 3.07282297968, 1.0, 3.07282297968, 1.0, 3.0, 20, 21:23:22.124694
0, 3, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:23:28.716970
0, 4, 0.55, 1.0, 3.43789154093, 1.0, 3.43789154093, 1.0, 3.0, 20, 21:23:35.513483
1, 0, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:23:41.742947
1, 1, 0.45, 1.0, 2.51698369363, 1.0, 2.51698369363, 1.0, 3.0, 20, 21:23:48.291887
1, 2, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:23:55.055896
1, 3, 0.5, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:24:01.373467
1, 4, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:24:07.690803
2, 0, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:24:14.362155
2, 1, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:24:20.631992
2, 2, 0.45, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:24:26.684863
2, 3, 0.5, 1.0, 2.78032290769, 1.0, 2.78032290769, 1.0, 3.0, 20, 21:24:33.416021
2, 4, 0.5, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 20, 21:24:39.643449
