%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight , %gamesPerRound, %timeIndividualFinished
0, 0, 0.27, 1.0, 3.0, 0.8420274986, 3.0, 0.571816666706, 3.0, 100, 11:38:32.050928
0, 1, 0.25, 1.0, 3.0, 1.0, 3.0, 0.865504645126, 3.0, 100, 11:43:07.776120
0, 2, 0.36, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 11:47:27.250898
0, 3, 0.34, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 11:52:01.228455
0, 4, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 11:56:27.331218
0, 5, 0.25, 1.15976744622, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:01:25.380624
0, 6, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:05:50.671972
0, 7, 0.31, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:10:29.160120
0, 8, 0.38, 0.783842964917, 3.0, 1.0, 3.0, 0.717105108397, 3.0, 100, 12:15:06.281368
0, 9, 0.25, 1.0, 3.35251555235, 1.0, 3.35251555235, 1.0, 3.02926298033, 100, 12:19:46.848371
