%roundNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %generationEndTime, %modelsGenerationNum, %modelDiversity, %percentCorrect
1, 10.02798826, -0.742929047712, 2.49550414927, 1.97331687692, 2.49550414927, -1.35800960899, 1.44990607387, 00:14:35.282371, 1, 10.02798826, 0.0
1, 2000018.52039, -0.793585956428, 0.870862661284, 5.17521873743, 0.870862661284, -3.80093766957, -0.968644003104, 00:14:35.282371, 1, 18.5203928844, 0.666666666667
1, 1000017.80778, -0.712217517392, 0.610231461196, 0.309145553403, 0.610231461196, 6.48755612047, -2.57623419315, 00:14:35.282371, 1, 17.807779858, 0.333333333333
1, 17.0064957505, 3.57102661596, 4.73923345352, -0.325119659824, 4.73923345352, -4.51841429669, 0.376957455656, 00:14:35.282371, 1, 17.0064957505, 0.0
1, 1000019.3737, 2.81841229364, 1.06523208765, 6.61926951067, 1.06523208765, 0.25628747691, -3.30750993813, 00:14:35.282371, 1, 19.3736980133, 0.333333333333
1, 2000020.19537, 1.58853770768, 3.15970071706, -0.61138266866, 3.15970071706, 5.79450975581, -2.81767849766, 00:14:35.282371, 1, 20.1953684646, 0.666666666667
1, 17.4234687585, 6.25389183632, 2.42892116028, 0.116857394683, 2.42892116028, 3.7221941327, 3.39290541684, 00:14:35.282371, 1, 17.4234687585, 0.0
1, 1000014.79142, -0.672021612093, -0.913162874644, 5.20938446583, -0.913162874644, 0.142292988149, -0.428848287929, 00:14:35.282371, 1, 14.7914245525, 0.333333333333
1, 1000016.22395, 2.36388517632, 1.94043365951, 3.20138172918, 1.94043365951, 0.160416373735, 3.11666699193, 00:14:35.282371, 1, 16.2239487527, 0.333333333333
1, 22.643304759, 2.09774264921, -2.67553567589, 4.90928633693, -2.67553567589, 0.45739452704, 3.32104264272, 00:14:35.282371, 1, 22.643304759, 0.0
1, 30.2322773419, -5.31915834466, 5.40362622639, -4.40674231142, 5.40362622639, -0.734265737638, 7.31139536764, 00:14:35.282371, 1, 30.2322773419, 0.0
1, 1000016.59746, -2.50854543389, 3.19548723197, -2.24746106913, 3.19548723197, 4.24244971397, 4.39808863274, 00:14:35.282371, 1, 16.5974618528, 0.333333333333
1, 15.9595398185, -1.68869966455, 2.48490183157, 2.8845265499, 2.48490183157, -2.15823514281, 1.55972585697, 00:14:35.282371, 1, 15.9595398185, 0.0
1, 19.0126167673, -2.3948787869, 3.25727601479, 1.41160282735, 3.25727601479, -5.85128427142, -0.914343760576, 00:14:35.282371, 1, 19.0126167673, 0.0
1, 1000012.59528, 2.07616969926, -1.30924146142, 0.42425066208, -1.30924146142, 3.58361239517, 1.59440303545, 00:14:35.282371, 1, 12.5952816333, 0.333333333333
1, 1000010.40129, 3.23516596174, 2.25071428833, 0.500807065373, 2.25071428833, 0.705592245052, -0.214767384559, 00:14:35.282371, 1, 10.4012898128, 0.333333333333
1, 26.2119038273, 0.0105889563235, -5.42920500699, -4.67463919268, -5.42920500699, -0.928201917516, 4.82667183954, 00:14:35.282371, 1, 26.2119038273, 0.0
1, 1000013.42296, -1.94081235852, 4.9489474355, -1.90334442249, 4.9489474355, 2.04482208949, 0.622769199042, 00:14:35.282371, 1, 13.4229575251, 0.333333333333
1, 1000010.99596, -1.37901937968, 4.26358883941, 1.25387427623, 4.26358883941, 2.19842940696, 1.0911528454, 00:14:35.282371, 1, 10.9959608942, 0.333333333333
1, 1000010.81651, 2.04186322491, -0.795544252225, 1.4083929866, -0.795544252225, 1.02205162316, 1.58894400454, 00:14:35.282371, 1, 10.8165065227, 0.333333333333
1, 1000009.5365, -1.37901937968, 5.25652817845, 0.42425066208, 5.25652817845, 3.45543729816, 0.729434124239, 00:14:37.338545, 2, 9.53650316464, 0.333333333333
1, 14.0733969841, -1.98507231671, 4.3450751163, 2.1923915116, 4.3450751163, -3.80093766957, 1.0911528454, 00:14:37.338545, 2, 14.0733969841, 0.0
1, 2000014.05629, 2.98461389344, 3.15970071706, -1.4840765587, 3.15970071706, 1.09356747804, -2.81767849766, 00:14:37.338545, 2, 14.0562867885, 0.666666666667
1, 2000014.13207, 2.44272534375, 2.30350297308, -0.61138266866, 2.30350297308, 5.79450975581, -3.48871203132, 00:14:37.338545, 2, 14.1320715238, 0.666666666667
1, 1000013.22871, 2.81841229364, 1.06523208765, 5.17521873743, 1.06523208765, 0.25628747691, -0.968644003104, 00:14:37.338545, 2, 13.228708345, 0.333333333333
1, 2000015.48844, 2.81841229364, 2.81167352713, 7.61774657829, 2.81167352713, 4.24244971397, -3.30750993813, 00:14:37.338545, 2, 15.4884369669, 0.666666666667
1, 10.173483602, -2.50854543389, 3.19548723197, 5.20938446583, 3.19548723197, 0.528667454107, -0.428848287929, 00:14:37.338545, 2, 10.173483602, 0.0
1, 14.4794024681, 0.789831426399, 4.40042979713, -1.72778534013, 4.40042979713, 5.08842060016, -0.428848287929, 00:14:37.338545, 2, 14.4794024681, 0.0
1, 14.4892240555, -1.70087647, 1.59500808536, 6.22202853969, 1.59500808536, 0.142292988149, -0.548770827789, 00:14:37.338545, 2, 14.4892240555, 0.0
1, 2000013.38758, 1.58853770768, 3.5086167474, -1.14062011771, 3.5086167474, 5.79450975581, -2.81767849766, 00:14:37.338545, 2, 13.3875842705, 0.666666666667
1, 1000017.45419, -2.51853441824, 4.45653381759, -2.24746106913, 4.45653381759, 4.24244971397, 4.39808863274, 00:14:37.338545, 2, 17.4541901259, 0.333333333333
1, 18.0079414826, -0.793585956428, 0.252451876442, 5.17521873743, 0.252451876442, -4.64882493761, 1.17117795896, 00:14:37.338545, 2, 18.0079414826, 0.0
1, 1000013.03379, -0.909516432212, 3.15970071706, 4.09047568724, 3.15970071706, 5.79450975581, -2.81767849766, 00:14:37.338545, 2, 13.03379244, 0.333333333333
1, 1000008.3283, -1.37901937968, 2.63469998732, 0.460913591691, 2.63469998732, 2.91078657202, 1.0911528454, 00:14:37.338545, 2, 8.32829669645, 0.333333333333
1, 10.9512124566, -0.511742513592, 1.94043365951, 1.25387427623, 1.94043365951, -1.06349443389, 3.11666699193, 00:14:37.338545, 2, 10.9512124566, 0.0
1, 1000011.24176, 1.93642359269, 4.26358883941, -1.37402594932, 4.26358883941, 4.32956109211, -2.00456136979, 00:14:37.338545, 2, 11.2417623738, 0.333333333333
1, 12.0488972339, 2.36388517632, 1.19202425391, 3.20138172918, 1.19202425391, 0.160416373735, -0.428848287929, 00:14:37.338545, 2, 12.0488972339, 0.0
1, 1000018.11482, -0.793585956428, 0.870862661284, 4.6746202374, 0.870862661284, -3.80093766957, -0.885245703153, 00:14:37.338545, 2, 18.1148193239, 0.333333333333
1, 2000010.43381, -0.450991669418, 0.870862661284, 5.20938446583, 0.870862661284, 0.142292988149, -0.901631802848, 00:14:37.338545, 2, 10.4338110979, 0.666666666667
1, 2000013.00814, 1.58853770768, 3.15970071706, -0.61138266866, 3.15970071706, 5.79450975581, -2.81767849766, 00:14:37.338545, 2, 13.0081430538, 0.666666666667
1, 2000009.65272, 2.44272534375, 2.30350297308, -0.61138266866, 2.30350297308, 1.26823478415, -4.7305890786, 00:14:39.000404, 3, 9.65271548541, 0.666666666667
1, 1000015.96524, -0.793585956428, 3.15970071706, -0.500458020448, 3.15970071706, 1.09356747804, 0.531896626253, 00:14:39.000404, 3, 15.965240359, 0.333333333333
1, 9.97718610273, -0.793585956428, 2.81167352713, 6.14039596934, 2.81167352713, 3.15419274742, -0.885245703153, 00:14:39.000404, 3, 9.97718610273, 0.0
1, 2000012.7548, 1.58853770768, 1.9101099866, -2.25703494382, 1.9101099866, 5.79450975581, -4.32619777019, 00:14:39.000404, 3, 12.7547980067, 0.666666666667
1, 1000010.68444, 2.69927248024, 0.73988861133, 5.98258789799, 0.73988861133, -0.272866486023, -2.81767849766, 00:14:39.000404, 3, 10.6844436746, 0.333333333333
1, 1000015.93221, 3.47022662248, 1.06523208765, 7.61774657829, 1.06523208765, 0.766949886771, -3.41409977295, 00:14:39.000404, 3, 15.93220809, 0.333333333333
1, 1000010.93524, -0.793585956428, 0.870862661284, -1.13153478236, 0.870862661284, 4.8103853196, -0.885245703153, 00:14:39.000404, 3, 10.9352386867, 0.333333333333
1, 13.0049501468, 0.0260783931672, 1.55341117433, 7.61774657829, 1.55341117433, 4.12852029771, -0.608341146113, 00:14:39.000404, 3, 13.0049501468, 0.0
1, 2000009.07559, 1.431097673, 3.5086167474, -0.61138266866, 3.5086167474, 4.39186428003, -3.4108254033, 00:14:39.000404, 3, 9.07559298166, 0.666666666667
1, 2000013.20944, -0.269770050418, 0.870862661284, 6.95497845718, 0.870862661284, -1.21657881833, -0.901631802848, 00:14:39.000404, 3, 13.2094434515, 0.666666666667
1, 2000008.76552, -0.450991669418, 3.05009810695, 5.20938446583, 3.05009810695, 0.78177209813, -2.86760942372, 00:14:39.000404, 3, 8.76551827474, 0.666666666667
1, 2000011.20317, 2.98461389344, 3.15970071706, -1.4840765587, 3.15970071706, 0.737353843412, -1.37521901282, 00:14:39.000404, 3, 11.2031669733, 0.666666666667
1, 3000011.37898, 0.431217884933, 0.546242352565, 5.96634926531, 0.546242352565, 1.09356747804, -4.11520698252, 00:14:39.000404, 3, 11.378984861, 1.0
1, 2000008.24463, 2.57265917384, 2.42244465646, -0.504251450659, 2.42244465646, 1.09356747804, -2.81767849766, 00:14:39.000404, 3, 8.24463043758, 0.666666666667
1, 2000012.07985, 1.0169877585, 4.49693477113, -1.10152291418, 4.49693477113, 5.08190159958, -3.48871203132, 00:14:39.000404, 3, 12.079845603, 0.666666666667
1, 2000012.575, 2.18070570259, 3.15970071706, -2.08817977356, 3.15970071706, 5.79450975581, -3.48871203132, 00:14:39.000404, 3, 12.5750049132, 0.666666666667
1, 2000010.58308, 1.58853770768, 3.5086167474, -1.4840765587, 3.5086167474, 2.06654014042, -3.58859410786, 00:14:39.000404, 3, 10.5830835484, 0.666666666667
1, 1000018.3093, -0.793585956428, 1.15519393734, 4.6746202374, 1.15519393734, -3.80093766957, -2.810935022, 00:14:39.000404, 3, 18.3093031592, 0.333333333333
1, 15.6785629487, 1.47688887713, 2.81167352713, -0.852935661425, 2.81167352713, 2.89437328003, 4.39808863274, 00:14:39.000404, 3, 15.6785629487, 0.0
