%roundNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %roundEndTime
1, 0.0, 0.564058344469, 1.0, 0.518273142317, 1.0, 1.0, 0.836983989193, 19:24:45.529599
1, 0.0, 1.0, 0.540457060735, 1.3166968563, 0.540457060735, 1.0, 1.0, 19:24:45.529599
1, 0.0, 1.0, 1.0, 1.0, 1.0, 1.16846114693, 1.0, 19:24:45.529599
1, 0.0, 1.06683234679, 1.32801302559, 1.0, 1.32801302559, 1.10096202908, 1.0, 19:24:45.529599
1, 0.0, 1.01453454854, 1.0, 1.0, 1.0, 1.0, 1.0, 19:24:45.529599
1, 0.0, 1.0, 1.0, 1.34198237111, 1.0, 1.40014011904, 1.14516145036, 19:24:45.529599
1, 0.0, 1.0, 0.773864381814, 1.0, 0.773864381814, 1.0, 1.0, 19:24:45.529599
1, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 19:24:45.529599
1, 0.0, 0.883375401143, 1.0, 1.0, 1.0, 1.17976600733, 1.0, 19:24:45.529599
1, 0.0, 0.851263373641, 1.0, 1.05538632492, 1.0, 1.0, 1.0, 19:24:45.529599
1, 0.0, 0.628809847536, 1.0, 1.05538632492, 1.0, 1.42467718995, 1.0, 19:24:48.121353
1, 0.0, 0.851263373641, 1.0, 0.574598652392, 1.0, 0.764689156561, 0.813789029843, 19:24:48.121353
1, 0.0, 0.851263373641, 1.06095489896, 1.26938818651, 1.06095489896, 1.0, 1.0, 19:24:48.121353
1, 0.0, 0.851263373641, 0.810070795331, 1.05538632492, 0.810070795331, 1.0, 1.0, 19:24:48.121353
1, 0.0, 0.851263373641, 1.0, 1.05538632492, 1.0, 1.0, 1.0, 19:24:48.121353
1, 0.0, 0.851263373641, 0.807105635505, 0.834230421629, 0.807105635505, 1.0, 1.0, 19:24:48.121353
1, 0.0, 0.851263373641, 1.41789714137, 1.05538632492, 1.41789714137, 1.0, 0.940450552938, 19:24:48.121353
1, 0.0, 0.851263373641, 0.662727456794, 1.05538632492, 0.662727456794, 1.0, 0.799161153975, 19:24:48.121353
1, 0.0, 0.363688414198, 0.625705381501, 1.05538632492, 0.625705381501, 1.0, 1.0, 19:24:48.121353
1, 0.0, 0.851263373641, 1.0, 1.05538632492, 1.0, 1.0, 1.0, 19:24:48.121353
1, 0.0, 0.851263373641, 1.0, 1.05538632492, 1.0, 1.0, 1.0, 19:24:50.710065
