%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirPiecesWeight, %gamesPerRound
0, 0, 0.3, 1.13408954653, 0.838637544784, 0.815163333435, 0.838637544784, 20
0, 1, 0.45, 1.15050915406, 0.971826792497, 0.863216798274, 0.971826792497, 20
0, 2, 0.2, 1.16105551056, 0.857790460245, 1.07169564068, 0.857790460245, 20
0, 3, 0.35, 1.06622379281, 0.844588179697, 0.90518398639, 0.844588179697, 20
0, 4, 0.2, 1.14129380171, 1.06388630264, 1.11210076224, 1.06388630264, 20
1, 0, 0.25, 1.13179352866, 1.12314424538, 0.852328203346, 1.12314424538, 20
1, 1, 0.35, 1.20230377204, 1.01886572863, 1.00397964276, 1.01886572863, 20
1, 2, 0.4, 1.19641341508, 0.88401916864, 0.844243799614, 0.88401916864, 20
1, 3, 0.35, 1.2389010514, 1.12472454714, 0.808385873144, 1.12472454714, 20
1, 4, 0.3, 1.17234920296, 1.10340602154, 1.05363143427, 1.10340602154, 20
2, 0, 0.3, 1.27566931888, 0.938585637048, 0.953557507266, 0.938585637048, 20
2, 1, 0.4, 1.28063798562, 0.749973222029, 0.818326589595, 0.749973222029, 20
2, 2, 0.2, 1.30069934664, 0.828884544733, 0.894313078854, 0.828884544733, 20
2, 3, 0.35, 1.3261222265, 0.745001868926, 0.970801990287, 0.745001868926, 20
2, 4, 0.35, 1.13287345743, 0.697804783792, 0.965801274291, 0.697804783792, 20
3, 0, 0.4, 1.40157861671, 0.896741494766, 0.827260857992, 0.896741494766, 20
3, 1, 0.15, 1.16739807847, 0.765043861648, 0.749010111875, 0.765043861648, 20
3, 2, 0.15, 1.22061666592, 0.642125169342, 0.936594507292, 0.642125169342, 20
3, 3, 0.25, 1.22995111082, 0.883324153058, 0.770121427006, 0.883324153058, 20
3, 4, 0.45, 1.24119778975, 0.925750314264, 0.793664329831, 0.925750314264, 20
4, 0, 0.55, 1.37237621839, 0.944313181273, 0.69011891649, 0.944313181273, 20
4, 1, 0.25, 1.27213505255, 1.1002138739, 0.674251648094, 1.1002138739, 20
4, 2, 0.25, 1.36067856034, 0.734482028322, 0.701592228266, 0.734482028322, 20
4, 3, 0.25, 1.4076991481, 0.955784473638, 0.708406345254, 0.955784473638, 20
4, 4, 0.35, 1.24581135427, 0.732405857841, 0.873831676764, 0.732405857841, 20
5, 0, 0.4, 1.40052121357, 0.981784988535, 0.718629739855, 0.981784988535, 20
5, 1, 0.35, 1.46179450732, 0.96864680411, 0.789618980581, 0.96864680411, 20
5, 2, 0.45, 1.32872674038, 0.915845392586, 0.504579842927, 0.915845392586, 20
5, 3, 0.35, 1.24645479742, 0.894782546597, 0.673702368878, 0.894782546597, 20
5, 4, 0.25, 1.46391998421, 1.13895302874, 0.644447972142, 1.13895302874, 20
