%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight , %gamesPerRound, %timeIndividualFinished
0, 0, 0.39, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:19:35.643644
0, 1, 0.38, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:20:07.162613
0, 2, 0.38, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:20:38.271628
0, 3, 0.37, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:21:10.363053
0, 4, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:21:42.774852
1, 0, 0.35, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:22:14.244011
1, 1, 0.29, 1.0, 3.0, 1.0, 3.0, 0.761920234376, 3.0, 100, 12:22:45.400826
1, 2, 0.3, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 100, 12:23:17.796737
1, 3, 0.38, 1.0, 3.0, 1.38029350545, 3.0, 1.0, 3.0, 100, 12:23:49.787060
1, 4, 0.33, 1.0, 2.51384353836, 0.878644641353, 2.51384353836, 1.0, 2.87217310478, 100, 12:24:23.270185
2, 0, 0.39, 1.0, 3.0, 1.38029350545, 3.0, 1.0, 3.0, 100, 12:24:53.108104
2, 1, 0.31, 1.20062131874, 3.0, 1.38029350545, 3.0, 1.0, 3.0, 100, 12:25:24.422972
2, 2, 0.34, 1.0, 3.35468813702, 1.38029350545, 3.35468813702, 1.0, 3.0, 100, 12:25:54.546095
2, 3, 0.35, 1.0, 3.0, 1.38029350545, 3.0, 0.516561308579, 3.0, 100, 12:26:26.492633
2, 4, 0.41, 1.0, 3.0, 1.38029350545, 3.0, 1.0, 3.0, 100, 12:26:57.907419
3, 0, 0.28, 1.0, 3.0, 1.38029350545, 3.0, 1.0, 3.0, 100, 12:27:28.969400
3, 1, 0.32, 1.0, 3.24739371524, 1.38029350545, 3.24739371524, 1.0, 3.0, 100, 12:28:01.039625
3, 2, 0.41, 1.0, 3.0, 1.38029350545, 3.0, 1.12132954936, 2.95672652433, 100, 12:28:32.699683
3, 3, 0.39, 1.0, 3.0, 1.38029350545, 3.0, 1.0, 3.0, 100, 12:29:03.393214
3, 4, 0.43, 1.30447525284, 3.0, 1.38029350545, 3.0, 1.0, 2.54088171365, 100, 12:29:34.736473
4, 0, 0.38, 1.30447525284, 3.0, 1.38029350545, 3.0, 1.0, 2.04724275606, 100, 12:30:07.798513
4, 1, 0.34, 1.30447525284, 3.0, 1.38029350545, 3.0, 1.0, 2.54088171365, 100, 12:30:40.908647
4, 2, 0.29, 1.30447525284, 2.73893125312, 1.38029350545, 2.73893125312, 1.0, 2.54088171365, 100, 12:31:15.491810
4, 3, 0.41, 1.30447525284, 3.0, 1.38029350545, 3.0, 1.0, 2.54088171365, 100, 12:31:50.029645
4, 4, 0.31, 1.30447525284, 3.0, 1.38029350545, 3.0, 1.0, 2.54088171365, 100, 12:32:25.302002
5, 0, 0.3, 1.30447525284, 3.0, 1.38029350545, 3.0, 1.0, 2.54088171365, 100, 12:32:57.941178
5, 1, 0.36, 1.30447525284, 2.8033636907, 1.38029350545, 2.8033636907, 1.0, 2.54088171365, 100, 12:33:31.261986
5, 2, 0.31, 1.30447525284, 2.95342572783, 1.38029350545, 2.95342572783, 1.0, 2.54088171365, 100, 12:34:04.354274
5, 3, 0.33, 1.30447525284, 2.58544632738, 1.38029350545, 2.58544632738, 1.0, 2.54088171365, 100, 12:34:42.541317
5, 4, 0.45, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:35:15.279138
6, 0, 0.41, 1.83571927034, 3.48737646687, 1.38029350545, 3.48737646687, 0.679591006913, 2.54088171365, 100, 12:35:52.206631
6, 1, 0.29, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:36:26.122714
6, 2, 0.47, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:37:00.483918
6, 3, 0.39, 1.48655136529, 3.48737646687, 1.21053965471, 3.48737646687, 1.0, 2.54088171365, 100, 12:37:33.218026
6, 4, 0.34, 1.82766266792, 3.6033832813, 1.38029350545, 3.6033832813, 1.0, 2.3275696695, 100, 12:38:10.155937
7, 0, 0.43, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:38:42.688248
7, 1, 0.37, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 0.619222962499, 2.92796063949, 100, 12:39:16.160075
7, 2, 0.45, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:39:50.396209
7, 3, 0.36, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:40:23.705026
7, 4, 0.39, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:40:56.849109
8, 0, 0.38, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:41:30.881589
8, 1, 0.42, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:42:02.618150
8, 2, 0.23, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:42:36.465832
8, 3, 0.4, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.50429400315, 100, 12:43:09.999614
8, 4, 0.36, 1.48655136529, 3.04945455731, 1.87493833381, 3.04945455731, 1.0, 2.54088171365, 100, 12:43:41.998799
9, 0, 0.4, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:44:14.445739
9, 1, 0.37, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:44:48.134416
9, 2, 0.42, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.13721662057, 100, 12:45:22.050414
9, 3, 0.45, 1.48655136529, 3.48737646687, 1.38029350545, 3.48737646687, 1.0, 2.54088171365, 100, 12:45:52.900039
