%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirPiecesWeight, %gamesPerRound
0, 0, 0.2, 1.19869041912, 2.16545209314, 0.0777078453955, 2.16545209314, 20
0, 1, 0.35, 1.20139669154, 3.56867187136, 0.137342657305, 3.56867187136, 20
0, 2, 0.25, 1.3098628171, 1.89058737342, -0.862967318621, 1.89058737342, 20
0, 3, 0.2, 1.28253371196, 2.58048141531, -0.849540664521, 2.58048141531, 20
0, 4, 0.3, 0.770138666035, 3.45522123772, -0.68393177203, 3.45522123772, 20
1, 0, 0.45, 1.38601461749, 4.37346631133, -0.111303237198, 4.37346631133, 20
1, 1, 0.35, 1.31400952172, 2.02392966028, 0.264955836056, 2.02392966028, 20
1, 2, 0.25, 1.19998253406, 4.864286636, 0.451839725102, 4.864286636, 20
1, 3, 0.4, 0.871166931403, 5.19892641855, -1.21060320891, 5.19892641855, 20
1, 4, 0.25, 1.47389710081, 1.93542627731, 1.2277706157, 1.93542627731, 20
