%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight , %gamesPerRound, %timeIndividualFinished
0, 0, 0.46, 1.0, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:19:45.179316
0, 1, 0.36, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:20:16.696485
0, 2, 0.28, 1.0, 3.39094637958, 1.0, 3.39094637958, 1.0, 3.0, 50, 12:20:46.409467
0, 3, 0.34, 1.0, 3.0, 1.0, 3.0, 1.0, 2.82809201523, 50, 12:21:15.526709
0, 4, 0.44, 1.14522156844, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:21:44.409883
1, 0, 0.44, 0.565327552961, 2.96144935838, 1.0, 2.96144935838, 1.0, 2.61544617057, 50, 12:22:12.587674
1, 1, 0.44, 1.0, 3.0, 0.994739749888, 3.0, 1.0, 2.61544617057, 50, 12:22:43.336503
1, 2, 0.5, 0.709908784985, 3.0, 1.0, 3.0, 0.9968913091, 2.61544617057, 50, 12:23:10.333757
1, 3, 0.38, 1.0, 2.72414810241, 1.0, 2.72414810241, 1.0, 2.9464650093, 50, 12:23:42.941796
1, 4, 0.52, 1.0, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:24:12.242304
2, 0, 0.3, 0.896527307658, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:24:41.375347
2, 1, 0.32, 1.0, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:25:10.066817
2, 2, 0.36, 1.0, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:25:39.887910
2, 3, 0.46, 1.0, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:26:09.373418
2, 4, 0.34, 1.0, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:26:37.519713
3, 0, 0.42, 1.0, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:27:06.690646
3, 1, 0.36, 1.0, 3.0, 1.0, 3.0, 1.0, 2.61544617057, 50, 12:27:36.920490
3, 2, 0.38, 1.0, 3.11229989655, 1.0, 3.11229989655, 1.0, 3.09228673967, 50, 12:28:08.526791
3, 3, 0.44, 1.0, 3.0, 1.0, 3.0, 1.0, 3.00474215064, 50, 12:28:38.250371
3, 4, 0.34, 1.0, 3.0, 1.19810541471, 3.0, 1.0, 2.61544617057, 50, 12:29:08.457379
4, 0, 0.4, 1.0, 3.0, 1.0, 3.0, 1.0, 3.00474215064, 50, 12:29:38.267475
4, 1, 0.36, 1.0, 3.0, 1.0, 3.0, 1.0, 3.36689271342, 50, 12:30:06.902553
4, 2, 0.42, 1.0, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:30:36.449888
4, 3, 0.32, 1.0, 3.0, 1.0, 3.0, 1.49398173782, 3.00474215064, 50, 12:31:05.050129
4, 4, 0.32, 1.0, 3.0, 1.0, 3.0, 1.0, 3.00474215064, 50, 12:31:34.282914
5, 0, 0.3, 0.661348795984, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.39499203343, 50, 12:32:00.549513
5, 1, 0.38, 1.0, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:32:30.741665
5, 2, 0.32, 1.0, 3.44169574374, 1.28577298043, 3.44169574374, 1.28784193224, 2.87682606688, 50, 12:33:01.128650
5, 3, 0.36, 1.0, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:33:31.940907
5, 4, 0.36, 1.0, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:34:02.197414
6, 0, 0.38, 1.1040279919, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:34:30.059135
6, 1, 0.36, 0.701468090456, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.81520772673, 50, 12:34:57.615411
6, 2, 0.38, 1.0, 3.91315660246, 1.28577298043, 3.91315660246, 1.0, 2.87682606688, 50, 12:35:26.734098
6, 3, 0.34, 1.0, 3.34539264924, 1.63101494752, 3.34539264924, 1.0, 2.87682606688, 50, 12:35:54.187554
6, 4, 0.18, 1.0, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:36:22.501691
7, 0, 0.3, 1.1040279919, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:36:50.878471
7, 1, 0.52, 1.1040279919, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:37:21.672525
7, 2, 0.36, 1.1040279919, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:37:51.330170
7, 3, 0.38, 1.1040279919, 3.44169574374, 1.68079848989, 3.44169574374, 1.0, 2.87682606688, 50, 12:38:20.691179
7, 4, 0.32, 1.1040279919, 3.44169574374, 1.28577298043, 3.44169574374, 1.18836660802, 2.66568051079, 50, 12:38:50.624771
8, 0, 0.26, 0.804434445337, 3.69922799256, 1.28577298043, 3.69922799256, 1.0, 2.87682606688, 50, 12:39:19.568964
8, 1, 0.22, 1.1040279919, 3.44169574374, 1.57043070472, 3.44169574374, 1.0, 2.87682606688, 50, 12:39:46.905124
8, 2, 0.3, 1.1040279919, 3.44169574374, 1.28577298043, 3.44169574374, 1.0, 2.87682606688, 50, 12:40:16.424437
8, 3, 0.42, 1.1040279919, 3.44169574374, 1.24873899072, 3.44169574374, 1.04656993804, 3.00522721791, 50, 12:40:44.718395
8, 4, 0.34, 1.1040279919, 3.44169574374, 1.75192530509, 3.44169574374, 1.36802608023, 2.87682606688, 50, 12:41:15.226565
9, 0, 0.44, 1.1040279919, 3.44169574374, 1.24873899072, 3.44169574374, 1.04656993804, 3.00522721791, 50, 12:41:46.604313
9, 1, 0.32, 1.1040279919, 3.12548037727, 1.24873899072, 3.12548037727, 1.04656993804, 3.00522721791, 50, 12:42:16.359812
9, 2, 0.2, 1.1040279919, 3.44169574374, 1.24873899072, 3.44169574374, 1.04656993804, 3.00522721791, 50, 12:42:47.809301
9, 3, 0.46, 0.713930322787, 3.44169574374, 1.09922612588, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:43:18.432779
9, 4, 0.26, 1.1040279919, 3.18057133232, 1.66971392014, 3.18057133232, 1.04656993804, 3.07983295031, 50, 12:43:48.671824
10, 0, 0.32, 0.713930322787, 3.44169574374, 1.09922612588, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:44:18.934921
10, 1, 0.38, 0.713930322787, 3.44169574374, 1.09922612588, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:44:47.433653
10, 2, 0.42, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:45:14.758860
10, 3, 0.38, 0.713930322787, 3.44169574374, 1.09922612588, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:45:42.691206
10, 4, 0.36, 0.713930322787, 3.44169574374, 1.09922612588, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:46:12.838656
11, 0, 0.38, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:46:41.186588
11, 1, 0.38, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:47:10.417953
11, 2, 0.48, 0.515227683459, 3.44169574374, 1.49697282739, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:47:37.201452
11, 3, 0.52, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:48:05.483193
11, 4, 0.42, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:48:35.292622
12, 0, 0.42, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.17816920107, 3.00522721791, 50, 12:49:04.210961
12, 1, 0.44, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 2.56440182725, 50, 12:49:32.191334
12, 2, 0.36, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:49:59.842833
12, 3, 0.3, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:50:30.652206
12, 4, 0.28, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 3.00522721791, 50, 12:50:57.719012
13, 0, 0.38, 0.444512515511, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 2.56440182725, 50, 12:51:26.446496
13, 1, 0.36, 1.00204409111, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 2.56440182725, 50, 12:51:55.046943
13, 2, 0.46, 0.713930322787, 3.57291182642, 1.21332937925, 3.57291182642, 1.53119771804, 2.56440182725, 50, 12:52:21.945921
13, 3, 0.38, 0.713930322787, 3.2350095042, 1.21332937925, 3.2350095042, 1.53119771804, 2.56440182725, 50, 12:52:50.239010
13, 4, 0.28, 0.713930322787, 3.44169574374, 1.21332937925, 3.44169574374, 1.53119771804, 2.56440182725, 50, 12:53:19.691157
14, 0, 0.44, 0.713930322787, 3.57291182642, 1.21332937925, 3.57291182642, 1.53119771804, 2.56440182725, 50, 12:53:46.310121
14, 1, 0.32, 0.713930322787, 3.57291182642, 1.21332937925, 3.57291182642, 1.93623267442, 2.56440182725, 50, 12:54:13.298998
14, 2, 0.32, 0.713930322787, 3.57291182642, 1.55133644401, 3.57291182642, 1.22917923736, 2.56440182725, 50, 12:54:39.009417
14, 3, 0.42, 0.713930322787, 3.57291182642, 1.21332937925, 3.57291182642, 1.53119771804, 2.94278820092, 50, 12:55:07.385672
