%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirPiecesWeight, %gamesPerRound
0, 0, 0.2, 0.820530990707, 0.87567223614, 1.12540964244, 0.87567223614, 20
0, 1, 0.45, 1.08386892088, 1.11498697521, 1.11951634847, 1.11498697521, 20
0, 2, 0.3, 1.16750264378, 0.9820733051, 0.87933952702, 0.9820733051, 20
0, 3, 0.4, 1.00442306571, 1.06852885977, 1.03738299456, 1.06852885977, 20
0, 4, 0.25, 0.997160270623, 1.11858114006, 0.966193983037, 1.11858114006, 20
1, 0, 0.3, 0.909783850034, 1.14062419028, 1.01163212498, 1.14062419028, 20
1, 1, 0.4, 1.12536326114, 1.13752793455, 0.928320934451, 1.13752793455, 20
1, 2, 0.2, 1.25919465524, 1.30523308294, 1.31139618243, 1.30523308294, 20
1, 3, 0.4, 1.07292534062, 1.05877523616, 0.999129855839, 1.05877523616, 20
1, 4, 0.45, 1.24365247123, 1.17848839204, 1.01751492991, 1.17848839204, 20
2, 0, 0.25, 1.39169660298, 1.3239684662, 0.924646357973, 1.3239684662, 20
2, 1, 0.35, 1.34176764508, 1.25346519051, 0.94896301864, 1.25346519051, 20
2, 2, 0.4, 1.43037327063, 1.32627663382, 1.13019412537, 1.32627663382, 20
2, 3, 0.3, 1.2637531886, 1.08973428192, 0.922176294346, 1.08973428192, 20
2, 4, 0.25, 1.34298566358, 1.02689220337, 0.957038805236, 1.02689220337, 20
3, 0, 0.3, 1.62052575736, 1.39992872558, 1.19900111209, 1.39992872558, 20
3, 1, 0.35, 1.58458586942, 1.29250432504, 1.06941818361, 1.29250432504, 20
3, 2, 0.4, 1.45082321444, 1.20707563233, 0.946873749412, 1.20707563233, 20
3, 3, 0.35, 1.5619560001, 1.33372608917, 1.22335019971, 1.33372608917, 20
3, 4, 0.4, 1.3618550378, 1.32346341684, 1.09842812016, 1.32346341684, 20
4, 0, 0.35, 1.52796585295, 1.10468498538, 0.9811702853, 1.10468498538, 20
4, 1, 0.3, 1.46135835779, 1.24134085292, 0.915672517947, 1.24134085292, 20
4, 2, 0.35, 1.58350515836, 1.20803473948, 0.897873002801, 1.20803473948, 20
4, 3, 0.25, 1.39675151934, 1.19223845428, 0.837579960293, 1.19223845428, 20
4, 4, 0.35, 1.48464947903, 1.1446448598, 0.975607532337, 1.1446448598, 20
5, 0, 0.35, 1.43055338047, 1.05865167496, 0.881596183491, 1.05865167496, 20
5, 1, 0.2, 1.5223214853, 1.00845438325, 0.930799174974, 1.00845438325, 20
5, 2, 0.25, 1.42519285724, 1.27538557466, 0.989384598298, 1.27538557466, 20
5, 3, 0.35, 1.64955671208, 0.995539027293, 0.930823025469, 0.995539027293, 20
5, 4, 0.25, 1.40329275926, 1.1167478028, 0.929427838048, 1.1167478028, 20
6, 0, 0.35, 1.5854903139, 0.932704938222, 0.995229047912, 0.932704938222, 20
6, 1, 0.3, 1.57962889904, 0.969703097542, 0.960456038528, 0.969703097542, 20
6, 2, 0.55, 1.422674792, 1.17309570786, 1.07284653651, 1.17309570786, 20
6, 3, 0.6, 1.55717644117, 1.00239442144, 0.74847848491, 1.00239442144, 20
6, 4, 0.4, 1.35786116791, 1.11091781748, 0.790986027155, 1.11091781748, 20
7, 0, 0.2, 1.72807099974, 0.997896345666, 0.785553880369, 0.997896345666, 20
7, 1, 0.3, 1.42750169065, 0.896414905189, 0.729520696297, 0.896414905189, 20
7, 2, 0.2, 1.37519399018, 0.943057609262, 0.935841191615, 0.943057609262, 20
7, 3, 0.3, 1.61190009849, 0.956849922991, 0.932167495174, 0.956849922991, 20
7, 4, 0.3, 1.68541119329, 1.08535653905, 0.905664947229, 1.08535653905, 20
8, 0, 0.4, 1.3727252347, 0.95964133886, 0.896743383968, 0.95964133886, 20
8, 1, 0.5, 1.4498472965, 0.999981935827, 0.701860064601, 0.999981935827, 20
8, 2, 0.15, 1.28143281946, 0.969898695646, 0.853550260543, 0.969898695646, 20
8, 3, 0.2, 1.61038887642, 0.864351617239, 0.747173565332, 0.864351617239, 20
8, 4, 0.2, 1.56674181674, 0.858152057386, 0.52976769097, 0.858152057386, 20
9, 0, 0.4, 1.31154072881, 0.839856925082, 0.530909313732, 0.839856925082, 20
9, 1, 0.2, 1.27133416638, 1.13551955975, 0.802659369552, 1.13551955975, 20
9, 2, 0.25, 1.54526377191, 0.824503526711, 0.72005728691, 0.824503526711, 20
9, 3, 0.2, 1.58670973817, 0.960037358854, 0.706612316847, 0.960037358854, 20
9, 4, 0.3, 1.29179189724, 1.01417735172, 0.628041204853, 1.01417735172, 20
10, 0, 0.35, 1.41781912962, 0.884433745399, 0.648090798257, 0.884433745399, 20
10, 1, 0.3, 1.19067791524, 0.661074071306, 0.68792684976, 0.661074071306, 20
10, 2, 0.3, 1.40008763185, 1.01855356982, 0.33891185609, 1.01855356982, 20
10, 3, 0.25, 1.39598999915, 1.02251105582, 0.454672817121, 1.02251105582, 20
10, 4, 0.25, 1.20728898748, 0.640304008835, 0.416639665199, 0.640304008835, 20
11, 0, 0.15, 1.41379297369, 0.887641521636, 0.745762331143, 0.887641521636, 20
11, 1, 0.55, 1.21917829028, 0.707364779832, 0.510148694126, 0.707364779832, 20
11, 2, 0.35, 1.3542115941, 1.05286422924, 0.808354918842, 1.05286422924, 20
11, 3, 0.2, 1.27078821479, 1.07164565003, 0.726147935506, 1.07164565003, 20
11, 4, 0.3, 1.6115770281, 0.950708967928, 0.654909583311, 0.950708967928, 20
