%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirPiecesWeight, %gamesPerRound
0, 0, 0.25, 1.04706850053, 2.87303772539, 1.16560993487, 2.87303772539, 20
0, 1, 0.35, 1.1694726579, 3.07198104298, 1.06767227023, 3.07198104298, 20
0, 2, 0.55, 1.16773811907, 3.1507932235, 0.899292134707, 3.1507932235, 20
0, 3, 0.4, 1.15911336569, 2.93423426819, 1.15758215971, 2.93423426819, 20
0, 4, 0.2, 0.82884769573, 3.06027149374, 1.15400278207, 3.06027149374, 20
1, 0, 0.4, 0.997721912423, 3.19165736305, 0.877915365564, 3.19165736305, 20
1, 1, 0.45, 1.19869075519, 2.95330486299, 0.980393207875, 2.95330486299, 20
1, 2, 0.45, 1.12878988393, 3.26738260091, 1.06900907603, 3.26738260091, 20
1, 3, 0.25, 1.12620956147, 3.09634526316, 1.0441780572, 3.09634526316, 20
1, 4, 0.15, 1.14371790656, 3.12838632794, 0.9184417449, 3.12838632794, 20
2, 0, 0.3, 1.38378852675, 3.02276379358, 0.983365764009, 3.02276379358, 20
2, 1, 0.3, 1.28636864111, 3.08602364089, 0.957292885707, 3.08602364089, 20
2, 2, 0.25, 1.35814925765, 2.78683159531, 0.858504336834, 2.78683159531, 20
2, 3, 0.35, 1.05974142686, 3.0233503069, 0.951385886681, 3.0233503069, 20
2, 4, 0.5, 1.123851725, 2.82550158469, 1.0675506049, 2.82550158469, 20
3, 0, 0.25, 1.05873090235, 2.69294073571, 1.06110062133, 2.69294073571, 20
3, 1, 0.45, 1.24120968295, 2.63681279554, 1.18046352375, 2.63681279554, 20
3, 2, 0.4, 1.26350850799, 2.78683812588, 1.12591749944, 2.78683812588, 20
3, 3, 0.35, 1.16775505125, 2.93780550091, 1.10772749426, 2.93780550091, 20
3, 4, 0.25, 0.960551252891, 2.79107445782, 1.13857684967, 2.79107445782, 20
4, 0, 0.25, 1.43248051633, 2.60792015742, 1.05094768151, 2.60792015742, 20
4, 1, 0.45, 1.28081596613, 2.76691736215, 1.03988144205, 2.76691736215, 20
4, 2, 0.6, 1.13706817587, 2.67381267739, 1.13209056795, 2.67381267739, 20
4, 3, 0.2, 1.16231821264, 2.71540224807, 1.05023372669, 2.71540224807, 20
4, 4, 0.45, 1.08027199754, 2.55431555757, 1.13145356667, 2.55431555757, 20
