%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight, %timeIndividualFinished
0, 0, 0.42, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:09:01.836627
0, 1, 0.34, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 16:09:52.774155
0, 2, 0.32, 1.0, 2.99727414883, 1.0, 2.99727414883, 1.0, 3.0, 16:10:39.082945
0, 3, 0.38, 1.0, 2.60044391107, 1.07324618061, 2.60044391107, 1.0, 3.0, 16:11:31.088555
0, 4, 0.26, 1.0, 3.0, 1.4564874113, 3.0, 1.0, 3.0, 16:12:21.334396
1, 0, 0.34, 1.0, 3.0, 1.64761774619, 3.0, 0.622328164141, 3.0, 16:13:08.369479
1, 1, 0.34, 1.0, 3.0, 1.4564874113, 3.0, 1.0, 3.0, 16:13:52.198659
1, 2, 0.38, 1.0, 3.0, 1.68752598456, 3.0, 1.0, 3.0, 16:14:41.118514
1, 3, 0.38, 1.0, 3.0, 1.4564874113, 3.0, 1.0, 3.0, 16:15:32.353052
1, 4, 0.3, 1.0, 3.0, 1.4564874113, 3.0, 1.33810617436, 3.0, 16:16:22.923497
2, 0, 0.38, 1.3256197419, 3.0, 1.4564874113, 3.0, 1.33810617436, 3.0, 16:17:09.936371
2, 1, 0.24, 1.0, 3.20401168651, 1.4564874113, 3.20401168651, 1.33810617436, 3.0, 16:17:57.651519
2, 2, 0.34, 1.0, 3.0, 1.4564874113, 3.0, 1.33810617436, 3.0, 16:18:48.597847
2, 3, 0.4, 1.0, 3.0, 1.4564874113, 3.0, 1.1029907407, 3.0, 16:19:38.077689
2, 4, 0.38, 1.0, 3.0, 0.984059138356, 3.0, 1.33810617436, 2.88567401532, 16:20:33.397517
3, 0, 0.26, 1.0, 3.0, 0.984059138356, 3.0, 1.33810617436, 2.88567401532, 16:21:25.533375
3, 1, 0.42, 1.0, 3.0, 0.984059138356, 3.0, 1.25437969452, 2.88567401532, 16:22:15.868182
3, 2, 0.18, 1.0, 3.40551498464, 0.984059138356, 3.40551498464, 1.33810617436, 3.31785256302, 16:23:04.855268
3, 3, 0.26, 1.0, 2.53163530153, 0.984059138356, 2.53163530153, 1.56512000032, 2.88567401532, 16:23:55.639418
3, 4, 0.32, 1.0, 3.0, 0.984059138356, 3.0, 1.48003594147, 2.88567401532, 16:24:45.244892
4, 0, 0.34, 0.500894379584, 3.0, 0.984059138356, 3.0, 1.48003594147, 2.88567401532, 16:25:36.981238
4, 1, 0.3, 1.0, 3.0, 0.598649081297, 3.0, 1.48003594147, 2.88567401532, 16:26:21.963460
4, 2, 0.32, 1.0, 3.0, 0.984059138356, 3.0, 1.48003594147, 2.88567401532, 16:27:13.380994
4, 3, 0.32, 1.0, 3.0, 0.984059138356, 3.0, 1.48003594147, 2.88567401532, 16:28:01.220917
4, 4, 0.36, 1.0, 2.83138461981, 0.984059138356, 2.83138461981, 1.48003594147, 2.88567401532, 16:28:46.518022
5, 0, 0.32, 1.0, 2.83138461981, 0.984059138356, 2.83138461981, 1.48003594147, 2.53438959922, 16:29:39.022815
5, 1, 0.34, 1.0, 3.20661693267, 0.984059138356, 3.20661693267, 1.48003594147, 2.88567401532, 16:30:29.576753
5, 2, 0.46, 1.0, 2.83138461981, 0.984059138356, 2.83138461981, 1.48003594147, 2.88567401532, 16:31:15.625355
5, 3, 0.36, 1.0, 2.71421696468, 1.12008664071, 2.71421696468, 1.48003594147, 2.40419620264, 16:32:05.882803
5, 4, 0.34, 1.0, 2.83138461981, 0.984059138356, 2.83138461981, 1.48003594147, 2.69907908934, 16:32:55.173033
